,city,country,name,street,tel_number,website,zip_code,
1746,Klingenberg,Germany,ELEXOS Batteries UG(haftungsbeschränkt),(GPK)Salzstr. 1b,+49 35202 52577,http://www.elexos-batteries.de,1774,
1747,Aachen,Germany,Elgeti Engineering GmbH,Liebigstr. 15,+49 241 169193 0,http://www.elgeti-engineering.de,52070,
1748,26,Czech Republic,ELIS PLZEN a. s.,Lucni 15,+420 377 517711,http://www.elis.cz,304,
1749,Moscow,Russian Federation,ELITA GROUP,Kuusinena 19 a -1,+7 495 7489677,http://Elitagroup.com,125252,
1750,Esenyurt,Turkey,ELK Motor San. ve Tic. A.S.,Atatürk Mah. Lozan Cad No:17,+90 212 8869000,http://www.elkmotor.com.tr,34522,
1751,Zagreb,Croatia,ELKA kabeli d.o.o.Electric Cable Factory-Zagreb,Koledovcina 1,+385 1 2482 600,http://www.elka.hr,10000,
1752,Grodzisk,Poland,Elkat s.c.,Chrzanow Duzy 1GWoj. Mazowieckie,+48 73 0517977,http://www.elkatelektro.pl,05-825,
1753,Wroclaw,Poland,ELKO-BIS SystemyOdgromowe Sp. z o.o.,ul. Swojczycka 38e,+48 71 3306920,http://www.elkobis.com,51-501,
1754,Sancaktepe,Turkey,Elkomsan ElektronikKomponent San. ve Tic. A.S.,Merve Mah. Necip Fazil Cad. No:8Yenidogan,+90 216 5617131,http://www.elkomlocks.com.tr,34791,
1755,Viborg,Denmark,Ellegaard Components A/S,Vennershaabvej 4,+45 80208020,http://www.ellegaard.com,8800,
1756,Olsztyn,Poland,Elma Energia s.p. z o.o.,ul. Wioslarska 18,+48 89 5238490,http://www.elma-energia.pl,10-192,
1757,Vadodara,India,Elmex Electric Pvt. Ltd.,12 GIDC EstateMakarpura,+91 265 2642021,http://www.elmex.net,,
1758,54,Sweden,Elmia AB,Elmiavägen 11,+46 36 152000,http://www.elmia.se,554,
1759,Pollenfeld,Germany,eloona GmbH,Am Mühlbuck 12,+49 8421 9374747,https://cp0230.miovent.de/eloona_GmbH/6601617/try/first,85131,
1760,Ludwigsburg,Germany,Eloxalwerk LudwigsburgHelmut Zerrer GmbH,Neckartalstr. 33,+49 7141 5615 0,http://www.ceranod.com,71642,
1761,Sofia,Bulgaria,Elprom Harmanli JSCo,Blvd. Assen Yordanov 14,+359 2 9651220,http://www.elprommotors.com,1592,
1762,Dettingen,Germany,ElringKlinger AG,Max-Eyth-Str. 2,+49 7123 724 0,http://www.elringklinger.de,72581,
1763,Bietigheim-Bissingen,Germany,ElringKlingerKunststofftechnik GmbH,Etzelstr. 10,+49 7142 583 0,http://www.elringklinger-kunststoff.de,74321,
1764,Nufringen,Germany,Elsässer Filtertechnik GmbH,Carl-Zeiss-Str. 3,+49 7032 9604 0,http://www.filter-technik.de,71154,
1765,Helsingor,Denmark,ELSTEEL DANMARK A/S,Fabriksvej 23,+45 49 223344,http://www.elsteel.com,3000,
1766,Northeim,Germany,Elstein - Werk M. SteinmetzGmbH & Co. KG,Stettiner Str. 14,+49 5551 983 0,http://www.elstein.com,37154,
1767,Tuzla,Turkey,Elte Pano Elk. Mak. Met. Müh.San. ve Tic. Ltd. Sti.,Istanbul Deri O.S.B. Güderi Cad. No: 16,+90 216 4840666,http://www.eltepano.com,34956,
1768,Frankfurt,Germany,Eltek Deutschland GmbH,Ferdinand-Porsche-Str. 45,+49 69 42002 0,http://www.eltek.de,60386,
1769,30,Czech Republic,ELVAC a.s.,Hasicska 53,+420 597407100,http://www.elvac.eu,700,
1770,New,Taiwan,EMA Electronics Ltd.,"12F-2No. 23 Lane 169, Kang-Ning-St.Xizhi Dist.",+886 2 26926578,http://www.ema-electronic.com,221,
1771,Basaksehir,Turkey,EMAS Elektroteknik MakinaSan. ve Tic. A.S.,"Ziya Gökalp Mah., Ikitelli O.S.B.Atatürk Blv. No: 50",+90 212 5492252,http://www.emasas.com.tr,34491,
1772,Köln,Germany,EMCEL GmbH,Brüsseler Str. 85,+49 221 299319 29,http://www.emcel.com,50672,
1773,Thane,India,Emco Dynatorq Pvt. Ltd.,"1st Floor, Sita Mauli,1 Madanlal Dhingra RoadPanchpakhadi",+91 22 25452244,http://www.emco-dynatorq.in,,
1774,Smolyan,Bulgaria,EME AD,Dimitar Makedonski 4,+359 301 64044,http://www.eme-ad.eu,4702,
1775,Diegem,Belgium,EMEA Power TransmissionDistributors Association (EPTDA),Grensstraat 7,+32 2 6600501,http://www.eptda.org,1831,
1776,ISTANBUL,Turkey,Emek Kama Arge Mak. San. ve Tic A.S.,Rami Kisla Cad. No. 19/149 EyüpTopcular - EYUP,+90 212 5674420,http://www.emekkama.com.tr,34055,
1777,Langenfeld,Germany,Emerson Process ManagementGmbH & Co. OHG,Katzbergstr. 1,+49 2173 3348 0,http://www2.emersonprocess.com,40764,
1778,Langenfeld,Germany,Emerson Process ManagementGmbH & Co. OHG,Katzbergstr. 1,+49 2173 3348 0,http://www.emersonprocess.de,40764,
1779,Abu,United Arab Emirates,Emirates Global Aluminium PJSC,P.O. 111023,+971 2 5092222,http://www.ega.ae,,
1780,Limanowa,Poland,"Z.U.P. Emiter Sp. J.Stanislaw Bieda, Piotr Lis",ul. Skrudlak 3,+48 18 33700 90,http://www.emiter.com,34-600,
1781,Velbert,Germany,EMKA Beschlagteile GmbH & Co. KG,Langenberger Str. 32,+49 2051 273 0,http://www.emka.com,42551,
1782,Osmangazi,Turkey,EMKO Elektronik San. ve Tic. A.S.,Demirtas O.S.B. Karanfil Sok. No: 6Merkez,+90 224 2611900,http://www.emkoelektronik.com.tr,16110,
1783,Stuttgart,Germany,e-mobil BW GmbHLandesagentur für Elektromobilitätund Brennstoffzellentechnologie,Leuschnerstr. 45,+49 711 892385 0,http://www.e-mobilbw.de,70176,
1784,Berlin,Germany,emobilitätonline.deInh. Dr. Christian Milan,Alt-Buch 45-51 H3,No tel_number,http://www.emobilitaetonline.de,13125,
1785,Bad,Germany,EMOD Motoren GmbH,Zur Kuppe 1,+49 511 89694000,http://www.emod-motoren.de,36364,
1786,Ohrid,"Macedonia, former Yug. Rep.",EMOS Elektromontaza Sklopi d.o.o.,Floor 115-ti Korpus 1 A,+389 466 11491,http://www.emos.mk,6000,
1787,Würzburg,Germany,Emqopter GmbH,Josef-Martin-Weg 54,+49 931 31 83977,http://www.qopter.de,97074,
1788,Jülich,Germany,E&MS, GmbH,Stetternicher Staatsforst,+31 54 6544030,http://www.ems-evolves.de,52428
1789,Ansan-Si,"Korea, Republic of","EMT CO., LTD.",Beomjigi-Ro 151Danwon-Gu,+82 31 491 8488,http://www.emtkorea.net,15434,
1790,Tuzla,Turkey,EMTA Kablo San. ve Tic. A.S.,Istasyon Mah. Ibisaga Cad. No:4,+90 216 4466606,http://www.emtaconductor.com,34940,
1791,Recklinghausen,Germany,EMZ Elektro-Maschinen-Zentrale GmbH,Richardstr. 70,+49 2361 6909 0,http://www.emz.de,45661,
1792,Bad,Germany,enable energy solutions GmbH,Bollweg 9,+49 5424 221576 0,http://www.enable-e-s.de,49214,
1793,Karlsruhe,Germany,EnBW Energie Baden-Württemberg AG,Durlacher Allee 93,+49 721 63 00,http://www.enbw.com,76131,
1794,Stuttgart,Germany,EnBW Energie Baden-Württemberg AG,Schelmenwasenstr. 15,+49 721 63 00,http://www.enbw.com/unternehmen/konzern/ueber-uns/index.html,70567,
1795,Bath,United Kingdom,Endeavour International Ltd.,Unit 13The Maltings Industrial EstateBrassmill Lane,+44 1225 446770,http://www.hydralok.net,,
1796,Ergolding,Germany,Enders Ingenieure GmbH,Sonnenstr. 39,+49 871 95361 0,http://enders-ing.de/,84030,
1797,Cigli,Turkey,Endo Endüstriyel Donanim veOtomaston Sist. Tic. Ltd. Sti.,A.O.S.B. Mah. 10042 Sok. No. 10,+90 232 4338515,http://www.endo.com.tr,35620,
1798,Weil,Germany,Endress+Hauser MesstechnikGmbH+Co. KG,Colmarer Str. 6,+49 7621 975 01,http://www.de.endress.com,79576,
1799,Weil,Germany,Endress+Hauser MesstechnikGmbH+Co. KG,Colmarer Str. 6,+49 7621 975 01,http://www.de.endress.com,79576,
1800,Reinach,Switzerland,Endress+Hauser Process Solutions AG,Kägenstr. 2,+41 61 715 7300,http://www.process-solutions.endress.com,4153,
1801,Densborn,Germany,Endter SinterTechnics GmbH & Co.KG,Harry-Endter-Str. 1,+49 6594 9201 0,http://www.endter-sintertechnik.de,54570,
1802,Pyeongtak-Si,"Korea, Republic of","EnE SYSTEM CO.,LTD",Hyeongok-Gil 130-26Cheongbuk-Myeon,+82 31 2344001,http://www.enesystem.com,17794,
1803,Cekmeköy,Turkey,Enel Elektronik Proje Tah.Ins..San. ve Tic. Ltd. Sti.,Eksioglu Mah.Turgut Özal Cad. No. 171/4,+90 216 4441856,http://www.enel.com.tr,34794,
1804,Cekmeköy,Turkey,Enel Enerji Elektronik San. ve Tic.A.S.,Eksioglu Mah.Turgut Özal Cad. No. 171,+90 216 4441856,http://www.enel.com.tr,34794,
1805,Aurich,Germany,ENERCON GmbH,Dreekamp 5,+49 4941 927 0,http://www.enercon.de,26605,
1806,Aurich,Germany,ENERCON GmbH,Dreekamp 5,+49 4941 927 0,http://www.enercon.de,26605,
1807,Düsseldorf,Germany,EnergiData GmbH,Schadowstr. 49,+49 211 54057121,http://www.energidata.de,40212,
1808,Nürnberg,Germany,Energie Campus Nürnberg,Fürther Str. 250,+49 911 568549 120,http://www.encn.de,90429,
1809,Bielefeld,Germany,Energie Impuls OWL e.V.,Milser Str. 37,+49 521 44818 370,http://www.energie-impuls-owl.de,33729,
1810,Düsseldorf,Germany,EnergieAgentur.NRW GmbH,Roßstr. 92,+49 211 86642 277,http://www.energieagentur.nrw,40476,
1811,Bern,Switzerland,energie-cluster.ch,Monbijoustr. 35,+41 31 3812480,http://www.energie-cluster.ch,3011,
1812,Hannover,Germany,Energiewerkstatt Gesellschaft fürrationelle Energie mbH & Co. KG,Fössestr. 97 A,+49 511 94974 0,http://www.energiewerkstatt.de,30453,
1813,Hannover,Germany,Energiewerkstatt Gesellschaft fürrationelle Energie mbH & Co. KG,Fössestr. 97 A,+49 511 94974 0,http://www.energiewerkstatt.de,30453,
1814,Husum,Germany,Energy Consulting Mai,Im Winkel 1,+49 5027 9494909,http://www.ecm-solar.de,31632,
1815,Dresden,Germany,Energy Saxony e.V.,Kramergasse 2,+49 351 486797 15,http://www.energy-saxony.net,1067,
1816,Trezzano,Italy,Energy Team S.p.A.,Via della Repubblica 9,+39 02 484050 33,http://www.energyteam.it,20090,
1817,Hannover,Germany,Deutsche Messe AG,Messegelände,+49 511 89 0,http://www.messe.de,30521,
1818,Hannover,Germany,Deutsche Messe AG,Messegelände,+49 511 89 0,http://www.messe.de,30521,
1819,"Aveleda,",Portugal,EnermeterSistemas de Medicao Lda,Parque Industrial Celeiros 2aFase Lugar De Gaiao Lotes 5/6,+351 253 287237,http://www.enermeter.pt,4705-025,
1820,Hilpoltstein,Germany,ENERPIPE GmbH,An der Autobahn M1,+49 9174 976507 0,http://www.enerpipe.de,91161,
1821,Pori,Finland,Enersense Solutions Oy,Konepajanranta 2,+358 40 0277049,http://www.enersense.eu,28100,
1822,Mühlhausen,Germany,enertec Kraftwerke GmbH,Treffurter Weg 11,+49 3601 40685 0,http://www.enertec-kraftwerke.de,99974,
1823,"Olympia,",United States of America,"Enertechnix, Inc.",9730-B Lathrop Industrial Drive SW,+1 360 7538831,http://www.enertechnix.com,,
1824,Hartha,Germany,enesty GmbH,Fröndenberger Str. 15,+49 34328 607090,http://www.enesty.org,4746,
1825,Bucharest,Romania,ENEVO GRUP SRL,Negustori Str. 16,+40 371 017242,http://www.enevogroup.ro,32737,
1826,Temse,Belgium,Engineered Pressure SystemsInternational N.V.,Walgoedstraat 19 B,+32 3 7112464,http://www.epsi-highpressure.com,9140,
1827,Islamabad,Pakistan,Engineering Development BoardMinistry of Industries & ProductionGovernment of Pakistan,"SEDC Building (STP), Sector F-5/1Constitution Avenue 5-A",+92 51 9205595 8,http://www.engineeringpakistan.com,44000,
1828,"Lakewood,",United States of America,"Engineering, Procurement &Construction, LLC",Suite 1353609 S. Wadsworth Blvd.,+1 720 9741709,http://www.epc4h2.com,,
1829,Neu-Isenburg,Germany,ESI GmbH,Siemensstr. 12B,+49 6102 2067 0,http://www.esigmbh.de,63263,
1830,Bremen,Germany,ENGMEC Engineers and Mechanics GmbH,Schwaneweder Str. 139,+49 421 69639956,http://www.engmec.de,28779,
1831,Elgoibar,Spain,ENGRANAJES GRINDEL S.A.L.,Poligono Industrial Arriaga 7,+34 943 748201,http://www.grindelgears.com,20870,
1832,Böblingen,Germany,ENisco GmbH & Co. KG,4. ObergeschoßHerrenberger Str. 56,+49 7031 49060,http://www.enisco.com,71034,
1833,Izmir,Turkey,ENKO Elektronik Kontrol SistemleriSan. ve Tic. Ltd. Sti.,Mustafa Kemal Ataturk Bulvari (10006)No: 64A.O.S.B. / Cigli,+90 232 376 7806,http://www.enkoelektronik.com,35620,
1834,Lanarkshire,United Kingdom,Enocell Ltd.,"BioCity Scotland, NewhouseBo'Ness Road",+44 1698 534800,http://www.enocell.com,,
1835,Marseille,France,ENOGIA SAS,19 avenue Paul Heroult,+33 4 84256017,http://www.enogia.com,13015,
1836,Villejuif,France,Enovasense SAS,Villejuif Biopark1 Mail Du Pr Georges Mathé,+33 146709396,http://www.enovasense.com,94800,
1837,Celle,Germany,ENSERVEnergy Industry Services GmbH,Wernerusstr. 33,+49 5141 7548 0,http://www.enserv.de,29227,
1838,Porvoo,Finland,ENSTO Oy,Ensio Miettisen katu 2,+358 204 76 21,http://www.ensto.com,6100,
1839,Hwaseong-City,"Korea, Republic of","ENTEC ELECTRIC & ELECTRONICCO., LTD.",Choirubaekro 225-38Bongdam-eup,+82 31 299 8400,http://www.entecene.co.kr,18334,
1840,Hwaseong-si,"Korea, Republic of","ENTEC Electric & ElectronicCo., Ltd.",Choerubaek-ro 225-38Bongdam-Eup,+82 31 2998400,http://www.entecene.co.kr,18329,
1841,Ettlingen,Germany,entegra gmbh,Hertzstr. 28,+49 7243 7624 10,http://www.primtech.com,76275,
1842,Düsseldorf,Germany,ENTRADE Energiesysteme AG,Berliner Allee 42,+49 211 24792350,http://www.entrade.de,40212,
1843,Walsleben,Germany,EntwicklungsgesellschaftTemnitz mbH,Bergstraße 2,+49 33920 675 0,http://www.temnitzpark.de,16818,
1844,Kaga-shi,Japan,"Enuma Chain Mfg. Co., Ltd.",300 Kamikawasaki-machi,+81 761 720286,http://www.enuma.co.jp,,
1845,Marl,Germany,ENVA Energy GmbH,Zechenstr. 6,+49 2365 208190,http://www.envaenergy.de,45772,
1846,Halle,Germany,envia THERM GmbH,Magdeburger Str. 51,+49 345 216 0,http://www.envia-therm.de,6112,
1847,Roßdorf,Germany,EnviroChemie GmbH,In den Leppsteinswiesen 9,+49 6154 6998 0,http://www.envirochemie.com,64380,
1848,Abu,United Arab Emirates,Environment AgencyAbu Dhabi EAD,"3rd Floor, Al Mamoura Building AP.o.Box 45553Murour Road",+971 2 6934444,http://www.ead.ae,,
1849,Gladbeck,Germany,EnvisionTEC GmbH,Brüsseler Str. 51,+49 2043 9875 0,http://www.envisiontec.de,45968,
1850,Enzesfeld,Austria,Enzfelder GmbHAntriebs- und Hebetechnik,Eichengasse 36,+43 2256 81287 0,http://www.enzfelder.at,2551,
1851,Suzhou,China,Eolane Supply Chain Management,499 Dongfu Road,+86 512 88859560,http://www.eolanescm.com,215000,
1852,Nürnberg,Germany,Eolotec GmbH,Fürther Str. 176,+49 911 239517 0,http://www.eolotec.com,90429,
1853,Krailling,Germany,EOS GmbHElectro Optical Systems,Robert-Stirling-Ring 1,+49 89 89336 0,http://www.eos.info,82152,
1854,Ümraniye,Turkey,EPC Enerji ve Güc DönüsümSistemleri San. ve Tic. A.S.,Madenler Mah. Kiraclar Sok. No:8/A,+90 216 4995484,http://www.epcas.com.tr,34776,
1855,Edinburg,United Kingdom,EPCC The University ofEdinburgh,James Clerk Maxwell Bldg.Peter Guthrie Tait Road,+44 131 6501000,http://www.ed.ac.uk,,
1856,Cologno,Italy,EPE Italiana S.r.l.,Viale Spagna 112,+39 02 25459028,http://www.epeitaliana.it,20093,
1857,Hyderabad,India,EPE Process Filters & AccumulatorsPvt. Ltd.,"Techni TowersC-54/A, TSIIC, Balanagar",+91 40 23778803,http://www.epe-india.com,,
1858,Lausanne,Switzerland,EPFL - Ecole polytechniquefédérale de LausanneFaculté STI,BM 4102 (Bâtiment BM)Station 17,+41 21 693 1111,http://www.sti.epfl.ch,1015,
1859,Griesheim,Germany,EPG (Engineered nanoProductsGermany) AG,Goethestr. 30,+49 6332 48192 0,http://www.e-p-g.de,64347,
1860,CD,Netherlands,Epilog Laser BV,Duwboot 1,+31 30 7602998,http://www.epiloglaser.de,3991,
1861,"Golden,",United States of America,Epilog Corp.,16371 Table Mountain Parkway,+1 303 2771188,http://www.epiloglaser.com,,
1862,Monheim,Germany,EPLAN Software & ServiceGmbH & Co. KG,An der Alten Ziegelei 2,+49 2173 3964 0,http://www.eplan.de,40789,
1863,Monheim,Germany,EPLAN Software & ServiceGmbH & Co. KG,An der Alten Ziegelei 2,+49 2173 3964 0,http://www.eplan.de,40789,
1864,Monheim,Germany,EPLAN Software & ServiceGmbH & Co. KG,An der Alten Ziegelei 2,+49 2173 3964 0,http://www.eplan.de,40789,
1865,Monheim,Germany,EPLAN Software & ServiceGmbH & Co. KG,An der Alten Ziegelei 2,+49 2173 3964 0,http://www.eplan.de,40789,
1866,Bayreuth,Germany,EPP-Forum e.V.,Gottlieb-Keim-Str. 60,+49 921 50736118,http://www.epp-forum.com,95448,
1867,Pforzheim,Germany,EPS ENERGY GmbH,Stuttgarter Str. 41,+49 7231 56929 0,http://www.eps-energy.com,75179,
1868,BA,Netherlands,Epson Europe B.V.,"Azie Building, Atlas ArenaHoogoorddreef 5",+31 20 3145000,http://www.epson.eu,1101,
1869,Gandia,Spain,"Pipes & Fittings Eqofluids, S.L.",Poligono Industrial BenietoC/Transport 30 38,+34 96 2878602,http://www.eqofluids.com,46702,
1870,Herzogenrath,Germany,E-quad Power Systems GmbH,Nordstern-Park 17a,+49 2406 30369 25,http://www.microturbine.de,52134,
1871,Saumur,France,ERCOGENER SASU,Rue du docteur WeissZI Chacé,+33 241 831300,http://www.ercogener.com,49400,
1872,Ankara,Turkey,Erdes Teknoloji Kimya EndüstriyelTas. Kont. ve Dis. Tic. Ltd. Sti.,Seyyah Sokok 9/6Cankaya,+90 312 2101345,http://www.er-des.com,6680,
1873,Zocco,Italy,EREDI BAITELLI S.p.A.,Via A. De Gasperi 43,+39 030 7767800,http://www.eredibaitelli.it,25030,
1874,Pendik,Turkey,Eren Elektrik San. ve Tic. A.S.,Ramazanoglu Mah. Transtek Cad. No:4,+90 216 5951145,http://www.eren-as.com,34906,
1875,Freudenstadt,Germany,erfi Ernst Fischer GmbH + Co.KG,Alte Poststr. 8,+49 7441 9144 0,http://www.erfi.de,72250,
1876,Lodz,Poland,Ergom Z.A.E. sp. z.o.o.,B98ul. Nowe Sady 10,+48 42 68933 00,http://www.ergom.com,94-102,
1877,Lauingen,Germany,ErgoPack Deutschland GmbH,Hanns-Martin-Schleyer-Str. 21,+49 9072 70283 0,http://www.ergopack.de,89415,
1878,Bornova,Turkey,Ergun Elektrik San. ve Tic. Ltd. Sti.,Kazim Dirik Mah. Sanayi Cad. No. 66,+90 232 4627200,http://www.ergunelektrik.com,35100,
1879,Hannover,Germany,Ernst & Young GmbHWirtschaftsprüfungsges.Steuerberatungsgesellschaft,Landschaftstr. 8,+49 511 8508 17624,http://www.de.ey.com,30159,
1880,Livorno,Italy,ErreDue SPA,Via G. Gozzano 3,+39 0586 444066,http://www.erreduegas.it,57121,
1881,Sisli,Turkey,ERSE KABLO SAN. VE TIC A.S.,Perpa Tic. Merkezi A Blok. Kat.2No. 9/0023,+90 212 3202680,http://www.ersekablo.com.tr,34384,
1882,Borno,Italy,ESA ELECTROMECH S.r.l.,Via Ponte D?uscio 2,+39 0364 335002,http://www.esaelectromech.eu,25042,
1883,Mariano,Italy,ESA elettronica S.p.A.,via Padre Masciadri 4/a,+39 031 757400,http://www.esa-automation.com,22066,
1884,Reutlingen,Germany,ESB Business SchoolHochschule Reutlingen,Alteburgstr. 150,+49 7121 271 0,http://www.esb-business-school.de,72762,
1885,Pune,India,Esbee Electrotech LLP,"PLOT NO.S-42/1, S-Block MIDCBhosari",+91 20 46907300,http://www.esbee-electrotech.com,,
1886,Diegem,Belgium,Esco Couplings N.V.,Culliganlaan 3,+32 2 7156560,http://www.esco-couplings.be,1831,
1887,Hannover,Germany,esd electronics gmbh,Vahrenwalder Str. 207,+49 511 37298 0,http://www.esd.eu,30165,
1888,Wrexham,United Kingdom,ESI Technology Ltd,Sensor HouseWrexham Technology Park,+44 1978 262255,http://www.esi-tec.com,,
1889,Cekmeköy,Turkey,ESIT Electronik Sistemleri Imalatve Tic. Ltd. Sti.,Nisantepe Mah.Gelin Cicegi Sk. No:36,+90 216 58518 18,http://www.esit.com.tr,34794,
1890,Sancaktepe,Turkey,Esitas Elektrik San. ve Tic. A.S.,Hilal Mah. Pasaköy Cad. No: 31,+90 216 3043270,http://www.esitas.com,34791,
1891,Konya,Turkey,Esmaksan Hydraulic&Pneumatic, Equipments,"4.OSB Buyukkayacik Mh. 102. Cd.No:4, Selcuklu1.OSB Horozluhan Mh.Testiler Sk.no:9",+90 332 2517140,http://www.esmaksan.com,42280
1892,Moconesi,Italy,ESPA S.R.L.,"Via dei Mulini, 230",+39 0185 938020,http://www.espa.it,16047,
1893,Tres,Spain,Asociación Espanola delHidrógeno,Local 5Sector Embarcaciones 24,+34 91 2419531,http://www.aeh2.org,28760,
1894,Mumbai,India,Essential Power TransmissionPvt. Ltd.,Esenpro House 24M.V. Road,+91 28505132,http://www.esenpro.com,,
1895,Euskirchen,Germany,Ludwig Esser Metallbau GmbH,Eifelring 55-59,+49 2251 9863 0,http://www.esser-metallbau.de,53879,
1896,Ubstadt-Weiher,Germany,ESSERT GmbH,Großer Sand 18,+49 7251 32641 00,http://www.essert.com,76698,
1897,Jiaxing,China,"Essor Precision Machinery Co.,Ltd",349Fengxiang East RdTongxiang,+86 573 88081238,http://www.essor-cn.com,314500,
1898,Altötting,Germany,Esterer Gießerei GmbH,Estererstr. 12,+49 8671 92652 0,http://www.esterer-giesserei.de,84503,
1899,Berlin,Germany,ESYS Gesellschaft fürElektronische SystemtechnikHard- und Software mbH,Schwedter Str. 34a,+49 30 443294 0,http://www.esys.de,10435,
1900,Canzo,Italy,E.T.A. S.p.A.,Via Monte Barzaghino 6,+39 031 673611,http://www.eta.it,22035,
1901,Altdorf,Germany,E-T-A ElektrotechnischeApparate GmbH,Industriestr. 2-8,+49 9187 10 0,http://www.e-t-a.de,90518,
1902,Bangalore,India,ETA Technology Pvt. Ltd.,"484D, 13th Cross, IV-PhaseRotary Udyog RoadPeenya Industrial Area",+91 80 28361487,http://www.etatechnology.in,,
1903,Boom,Belgium,Eta-com B N.V.,Scheldeweg 4Industrieterrein Krekelenberg,+32 3 8806400,http://www.etacomgroup.com,2850,
1904,Grenchen,Switzerland,etampa AG,Solothurnstr. 172,+41 326442121,http://www.etampa.ch,2540,
1905,Kassel,Germany,eta - opt GmbH,Universitätsplatz 12,+49 561 953797 10,http://www.etaopt.de,34127,
1906,RE,Netherlands,Etchform BV,Arendstraat 51,+31 35 6855194,http://www.etchform.com,1223,
1907,Napoli,Italy,Etelec Italia S.p.A.,via Domenico de Roberto 44,+39 081 5846610,http://www.etelec.com,80143,
1908,Sovizzo,Italy,ETHAFILTER s.r.l.,Via Dell'Artigianato 16/18,+39 0444 376402,http://www.ethafilter.com,36050,
1909,Nürnberg,Germany,EtherCAT Technology Group,Ostendstr. 196,+49 911 5405620,http://www.ethercat.org,90482,
1910,Fredersdorf-Vogelsdorf,Germany,Ethernet POWERLINKStandardization Group - EPSG,Powerlink-OfficeBonsaiweg 6,+49 334 39539270,http://www.ethernet-powerlink.org,15370,
1911,Izlake,Slovenia,ETI Elektroelement d.d.,Obrezija 5,+386 356 57570,http://www.eti.si,1411,
1912,Izlake,Slovenia,ETI Elektroelement d.d.,Obrezija 5,+386 356 57570,http://www.etigroup.eu,1411,
1913,Braga,Portugal,"ETMA - Empresa Técnicade Metalurgia, S.A.",Av. Emaculada Conceição 621,+351 253 203570,http://www.etmametalparts.com,4711-909,
1914,Stockach,Germany,ETO MAGNETIC GmbH,Hardtring 8,+49 7771 809 0,http://www.etogruppe.com,78333,
1915,Stockach,Germany,ETO MAGNETIC GmbH,Hardtring 8,+49 7771 809 0,http://www.etogruppe.com,78333,
1916,71,Sweden,Eton Systems AB,Djupadal,+46 33 231200,http://www.etonsystems.com,507,
1917,Hong,Hong Kong,ET2C International Inc.,"Greenfield TowerUnit 7, 28th floorNo.1 Concordia Plaza",+852 310 10700,http://www.et2c.com,,
1918,Leinfelden-Echterdingen,Germany,EUCHNER GmbH + Co. KG,Kohlhammerstr. 16,+49 711 7597 0,http://www.euchner.de,70771,
1919,Iasi,Romania,ASAM SA,Aurel Vlaicu Street 77,+40 232 215515,http://www.asam.ro,700381,
1920,Denain,France,Eurobaut SAS,350 Rue Arthur Brunet,+33 3 27090090,http://www.eurobaut.com,59220,
1921,Marienheide,Germany,Eurobremsband GmbH,Klosterstr. 19,+49 2264 20094 0,http://www.eurobremsband.de,51709,
1922,Grenoble,France,EuroCPS IE,17 Rue Des Martyrs,+33 438 782954,NaN,38054,
1923,Saarbrücken,Germany,eurodata AG,Großblittersdorfer Str. 257-259,+49 681 8808 0,http://www.eurodata.de,66119,
1924,Borzano,Italy,Eurofluid Hydraulic s.r.l.,Via Paolo Borsellino 2/A,+39 0522 349017,http://www.eurofluid.it,42020,
1925,Zaragoza,Spain,EUROGAN INDUSTRIAL,"CTRA BARCELONA KM 341.4, PG EL BORAO 15ALFAJARIN",+34 976 180250,http://www.euroganindustrial.com,50172,
1926,Nowy,Poland,EuroLoop Sp.z.o.o.,Jagiellonska 39,+48 606 705540,http://www.euroloop.tech,33-300,
1927,Hamburg,Germany,Euro-Mediterran-Arabischer LändervereinEMA,Deichstr. 19,+49 40 609455430,http://www.ema-germany.org,20459,
1928,Kreuztal,Germany,EUROMETER GmbH,Johannespfad 7,+49 2732 55979 0,http://www.holleyeurope.com,57223,
1929,Macherio,Italy,euromotori S.r.l.,Via Cavour,+39 039 2012344,http://www.euromotori.it,20846,
1930,Berlin,Germany,EuroNorm GmbH,Stralauer Platz 34,+49 30 97003043,http://www.euronorm.de,10243,
1931,Hanau,Germany,europascal GmbH,An der Wiesenhecke 10,+49 6181 42309 0,http://www.europascal.de,63456,
1932,"Atlanta,",United States of America,"European American InvestmentCouncil (EAIC), LP","Prosecenium, Suite 12001170 Peachtree Street N.E.",+1 404 91040,http://www.eaic-fdi.com,,
1933,Brussels,Belgium,European Hydrogen AssociationEHA,Rue Fiennes 77,+32 471 727491,http://www.h2euro.org,1070,
1934,Koropi,Greece,European Sensor Systems S.A.,"Konstantinoupoleos str. 48Nisiza Place, Karelas",+30 216 2000500,http://www.esenssys.com,19400,
1935,Parandones,Spain,"Europlastic Inyección, S.L.",Pol. Ind. La Rozada- Nave 1-3El Bierzo,+34 987 971012,http://www.jopemape.com,24516,
1936,Sarezzo,Italy,Europress F.A. SpA,Via Seradello 203,+39 030 8915611,http://www.europressfa.it,25060,
1937,Sale,Italy,Euroswitch S.r.l.,Via Provinciale 15,+39 030 986549,http://www.euroswitch.it,25057,
1938,Amaro,Italy,Eurotech S.p.A.,Via Fratelli Solari 3/a,+39 0433 485 411,http://www.eurotech.com,33020,
